facilityName,type,state,electricityProductionMwh,scope1tCO2e,scope2tCO2e,totalEmissionstCO2e,emissionIntensitytMwh,primaryFuel,year,lat,lng
Atlas Renewable Energy Facility,F,WA,4642.0,266.0,0.0,266,0.06,Landfill Gas,2015,-27.6728168,121.6283098
Awaba Renewable Energy Facility,F,NSW,9173.0,507.0,0.0,507,0.06,Landfill Gas,2015,-33.0086146,151.5475816
Ballarat Renewable Energy Facility,F,VIC,5079.0,295.0,0.0,295,0.06,Landfill Gas,2015,-37.5621587,143.8502556
Bendigo Renewable Energy Facility,F,VIC,3916.0,225.0,0.0,225,0.06,Solar,2015,-36.75961960000001,144.2785764
Birkdale Renewable Energy Facility,F,QLD,6701.0,364.0,0.0,364,0.05,Landfill Gas,2015,-27.4935931,153.2137869
Darwin Renewable Energy Facility,F,NT,8990.0,528.0,0.0,528,0.06,Landfill Gas,2015,-12.4637333,130.8444446
Eastern Creek 2 Renewable Energy Facility,F,NSW,63616.0,3323.0,0.0,3323,0.05,Landfill Gas,2015,-33.8102184,150.85064
Hampton Park Renewable Energy Facility,F,VIC,61273.0,3222.0,0.0,3222,0.05,Landfill Gas,2015,-38.032286,145.2678469
Ipswich Renewable Energy Facility,F,QLD,8394.0,484.0,0.0,484,0.06,Landfill Gas,2015,-27.614614,152.7608421
Mornington Peninsula Renewable Energy Facility,F,VIC,5711.0,320.0,0.0,320,0.06,Landfill Gas,2015,-38.2854053,145.093449
Newcastle Renewable Energy Facility,F,NSW,18005.0,993.0,0.0,993,0.06,Landfill Gas,2015,-32.9282712,151.7816802
Remount Renewable Energy Facility,F,TAS,14455.0,816.0,0.0,816,0.06,Landfill Gas,2015,-41.4050508,147.1470277
Rochedale Renewable Energy Facility,F,QLD,33909.0,1927.0,0.0,1927,0.06,Landfill Gas,2015,-27.56924,153.1164813
Shepparton Renewable Energy Facility,F,VIC,4701.0,279.0,0.0,279,0.06,Landfill Gas,2015,-36.3811027,145.3993137
South Cardup Renewable Energy Facility,F,WA,26139.0,1508.0,0.0,1508,0.06,Landfill Gas,2015,-32.2577875,115.9963935
Stapylton Renewable Energy Facility,F,QLD,4380.0,265.0,0.0,265,0.06,Landfill Gas,2015,-27.7295742,153.2388459
Suntown Renewable Energy Facility,F,QLD,38.0,1.0,0.0,1,0.03,Landfill Gas,2015,-22.575197,144.0847926
Swanbank Renewable Energy Facility,F,QLD,9518.0,537.0,0.0,537,0.06,Landfill Gas,2015,-27.6646733,152.8205871
Tweed Shire Renewable Energy Facility,F,NSW,1729.0,106.0,0.0,106,0.06,Landfill Gas,2015,-28.3541283,153.3446649
Wollert Renewable Energy Facility,F,VIC,54583.0,2968.0,0.0,2968,0.05,Landfill Gas,2015,-37.6085118,145.0313459
Wyndham Renewable Energy Facility,F,VIC,15450.0,764.0,0.0,764,0.05,Landfill Gas,2015,-37.9119003,144.6533747
Wyong Renewable Energy Facility,F,NSW,16865.0,929.0,0.0,929,0.06,Landfill Gas,2015,-33.2843475,151.4249427
Mt Mercer Wind farm Pty Ltd,F,VIC,349816.0,91.0,623.0,714,0.0,Wind,2015,-37.8318698,143.8884633
Mt Millar Wind Farm Pty Ltd,F,SA,186818.0,16.0,24.0,40,0.0,Wind,2015,-30.0002315,136.2091547
Bald Hills Wind Farm,F,VIC,65999.0,45.0,431.0,476,0.0,Wind,2015,-38.7478299,145.9494813
Alfred Hospital Cogeneration Plant,F,VIC,15619.0,13869.0,590.0,14459,0.89,Gas,2015,-37.8457479,144.9818979
Dandenong Hospital Cogeneration Plant,F,VIC,15112.0,11329.0,429.0,11758,0.75,Gas,2015,-37.9770059,145.2185119
Geelong Hospital Cogeneration Plant,F,VIC,15486.0,12359.0,563.0,12922,0.8,Gas,2015,-38.1521039,144.3654034
Royal Melbourne Hospital Cogeneration Plant,F,VIC,31789.0,25321.0,953.0,26274,0.8,Gas,2015,-37.7986657,144.955973
ST. Vincent's Hospital Cogeneration Plant,F,VIC,15684.0,13743.0,632.0,14375,0.88,Gas,2015,-37.8080931,144.97254
Mortons Lane Windfarm Pty Ltd,F,VIC,62305.0,0.0,0.0,0,0.0,Wind,2015,-37.8349268,142.4666868
Hazelwood Power Station,F,VIC,10969423.0,15354936.0,192118.0,15547054,1.4,Brown Coal,2015,-38.272468,146.3919257
New Gullen Range Wind Farm Pty Ltd,F,NSW,359906.0,0.0,397.0,397,0.0,Wind,2015,-33.863638,151.2049168
Kwinana Gas Fired Power Station,F,WA,2152887.0,851682.0,3081.0,854763,0.4,Gas,2015,-32.2320792,115.7787256
Gladstone Power Station,F,QLD,6482464.0,6301561.0,55547.0,6357108,0.97,Black Coal,2015,-23.8487488,151.2183353
Australand,F,NSW,1120.0,668.0,48.0,716,0.6,Gas,2015,-31.2532183,146.921099
Ballarat Solar Park,F,VIC,183.0,0.0,2.0,2,0.0,Solar,2015,-37.5621587,143.8502556
Bendigo Solar Park,F,VIC,523.0,0.0,4.0,4,0.0,Solar,2015,-36.75961960000001,144.2785764
Blackmores,F,NSW,1164.0,807.0,50.0,857,0.69,Gas,2015,-31.2532183,146.921099
Bond,F,NSW,1208.0,668.0,52.0,720,0.55,Gas,2015,-31.2532183,146.921099
Chifley Square,F,NSW,1221.0,650.0,52.0,702,0.53,Gas,2015,-33.8661092,151.2109354
Cullerin Wind Farm,F,NSW,90467.0,19.0,105.0,124,0.0,Wind,2015,-34.7580548,149.3251101
Dandenong,F,VIC,3800.0,2129.0,232.0,2361,0.56,Gas,2015,-37.9847811,145.2139907
Darling Downs Power Station,F,QLD,4337819.0,1767735.0,1581.0,1769316,0.41,Gas,2015,-27.1164455,150.8954925
Drapac,F,VIC,642.0,393.0,38.0,431,0.61,Gas,2015,-37.8097085,144.9579359
Eraring Power Station,F,NSW,14316479.0,12289095.0,14022.0,12303117,0.86,Black Coal,2015,-33.0653926,151.5196425
Exhibition Street,F,VIC,3150.0,1710.0,186.0,1896,0.54,Gas,2015,-37.8116895,144.9704421
Kent Street,F,NSW,3138.0,1571.0,250.0,1821,0.5,Gas,2015,-33.8668273,151.2043526
La Trobe,F,VIC,858.0,521.0,83.0,604,0.61,Gas,2015,-38.255603,146.4719928
Ladbroke Grove Power Station,F,SA,184406.0,96421.0,516.0,96937,0.52,Gas,2015,-37.4567796,140.7829467
Mirvac,F,NSW,4742.0,2584.0,220.0,2804,0.54,Gas,2015,-33.86255,151.207935
Mortlake Power Station,F,VIC,1163477.0,617279.0,5853.0,623132,0.53,Gas,2015,-38.06297259999999,142.6678811
Mount,F,NSW,1624.0,891.0,70.0,961,0.55,Gas,2015,-31.2532183,146.921099
Mt Stuart Power Station,F,QLD,30821.0,27037.0,4121.0,31158,0.88,Kerosene,2015,-19.35,146.7833333
Quarantine Power Station,F,SA,215247.0,157160.0,2065.0,159225,0.73,Gas,2015,-34.7801689,138.5221239
Roma Power Station,F,QLD,207274.0,134645.0,681.0,135326,0.65,Gas,2015,-26.5771878,148.8400888
Shoalhaven Scheme,F,NSW,76789.0,2.0,73496.0,73498,0.0,Hydro,2015,-35.0810677,150.4892292
Stockland Headquarters,F,NSW,1291.0,745.0,56.0,801,0.58,Gas,2015,-31.2532183,146.921099
University of NSW,F,NSW,2428.0,1294.0,104.0,1398,0.53,Gas,2015,-33.917347,151.2312675
Uranquinty Power Station,F,NSW,427162.0,221484.0,5449.0,226933,0.52,Gas,2015,-35.1793949,147.2149902
Millmerran Power Station (facility),F,QLD,6629264.0,5384007.0,4129.0,5388136,0.81,Black Coal,2015,-27.963336,151.2767745
Pelican Point Power Station,F,SA,1030116.0,411975.0,6659.0,418634,0.4,Gas,2015,-34.7646862,138.5051512
Katherine Region,FA,NT,17518.0,12363.0,0.0,12363,0.08,Multiple sources,2015,-14.4519683,132.2698623
Northern (Darwin) Region,FA,NT,62243.0,43878.0,0.0,43878,0.7,Multiple sources,2015,-12.4637333,130.8444446
Remote Centres Generation,FA,NT,14219.0,10283.0,0.0,10283,0.72,Multiple sources,2015,-19.4914108,132.5509603
Southern Region,FA,NT,28022.0,19683.0,0.0,19683,0.7,Multiple sources,2015,-8.5190434,149.1041758
Channel Island Power Station,F,NT,978047.0,607777.0,0.0,607777,0.62,Gas,2015,-12.5550166,130.8663184
Katherine Power Station,F,NT,15546.0,12589.0,0.0,12589,0.81,Gas,2015,-14.4584827,132.244431
Kings Canyon,F,NT,1723.0,1141.0,0.0,1141,0.66,Solar,2015,-24.2552941,131.5700131
Owen Springs Power Station,F,NT,79603.0,40674.0,0.0,40674,0.51,Gas,2015,-23.8632482,133.8253457
Ron Goodin Power Station,F,NT,93048.0,62680.0,0.0,62680,0.67,Gas,2015,-19.4914108,132.5509603
Tennant Creek Power Station,F,NT,30329.0,23220.0,0.0,23220,0.77,Gas,2015,-19.64591,134.1909565
Weddell Power Station,F,NT,437931.0,270679.0,0.0,270679,0.62,Gas,2015,-12.5772143,130.9502033
Yulara Power Station,F,NT,24086.0,15800.0,0.0,15800,0.66,Gas/Diesel,2015,-25.2320231,130.9913732
Visy Energy - Coolaroo Co-gen,F,VIC,15886.0,20066.0,11653.0,31719,1.26,Biofuel,2015,-37.6612312,144.9370304
Kemerton Power Station,F,WA,83966.0,54862.0,2534.0,57396,0.65,Gas/Diesel,2015,-33.1633786,115.7807467
Starfish Hill Wind Farm,F,SA,90823.0,45.0,59.0,104,0.0,Wind,2015,-35.5787555,138.1302294
Toora Wind Farm,F,VIC,51667.0,20.0,269.0,289,0.0,Wind,2015,-38.6534438,146.3402295
Townsville Power Station,F,QLD,80772.0,39843.0,2758.0,42601,0.49,Gas,2015,-19.20158,146.6183471
Windy Hill Wind Farm,F,QLD,31243.0,18.0,15.0,33,0.0,Wind,2015,-17.5945918,145.5313612
Carnarvon Power Station,F,WA,46080.0,26831.0,0.0,26831,0.58,Gas,2015,-24.8838363,113.6570584
Horizon Power Aggregated Minor Power Stations,FA,WA,11731.0,7794.0,0.0,7794,0.66,Diesel,2015,-27.6728168,121.6283098
South Hedland Temporary Generation Power Station,F,WA,59958.0,43013.0,0.0,43013,0.72,Gas,2015,-20.4072579,118.5965289
Paraburdoo Power Station,F,WA,569918.0,322110.0,0.0,322110,0.57,Gas,2015,-23.223817,117.6136942
West Angelas Power Station,F,WA,624.0,4670.0,0.0,4670,7.48,Gas,2015,-23.153984,118.7241516
Yurralyi Maya Power Station,F,WA,977227.0,527491.0,0.0,527491,0.54,Gas,2015,-20.7637215,116.7427853
Royalla Solar Farm,F,ACT,13743.0,0.0,85.0,85,0.0,Solar,2015,-35.4897929,149.1430018
Wilga Park Power Station,F,NSW,54018.0,30404.0,175.0,30579,0.56,Coal Seam Methane,2015,-30.3634841,149.6771233
Wonthaggi Wind Farm,F,VIC,28369.0,5.0,0.0,5,0.0,Wind,2015,-38.6073719,145.547975
Musselroe Wind Farm Pty Ltd,F,TAS,527884.0,151.0,2881.0,3032,0.0,Wind,2015,-40.7803916,148.0104827
Woolnorth Bluff point Wind Farm Pty Ltd,F,TAS,242435.0,76.0,4756.0,4832,0.0,Wind,2015,-40.7396138,144.6893962
Woolnorth Studland Bay Wind Farm Pty Ltd,F,TAS,280075.0,83.0,5486.0,5569,0.0,Wind,2015,-40.7848399,144.7294621
SNOWTOWN SOUTH WIND FARM,F,SA,427379.0,47.0,148.0,195,0.0,Wind,2015,-33.7809175,138.2149099
Snowtown Wind Farm,F,SA,341577.0,0.0,202.0,202,0.0,Wind,2015,-33.7140884,138.1408256
SNOWTOWN WIND FARM STAGE 2,F,SA,414830.0,54.0,203.0,257,0.0,Wind,2015,-33.7140884,138.1408256
Angaston Power Station,F,SA,1653.0,895.0,569.0,1464,0.54,Liquid Fuel,2015,-34.5035074,139.0228902
Colongra Power Station,F,NSW,1952.0,4646.0,2716.0,7362,2.38,Gas,2015,-33.2094402,151.5457289
HEZ Power Station,F,NSW,233.0,149.0,519.0,668,0.64,Diesel,2015,-32.8360221,151.4503083
Laverton North Power Station,F,VIC,1144.0,1854.0,3292.0,5146,1.62,Gas,2015,-37.8415283,144.787944
Lonsdale/Port Stanvac Power Station,F,SA,3753.0,2083.0,307.0,2390,0.56,Diesel,2015,-35.1102132,138.4909081
Snowy Hydro Ltd,F,NSW,2589633.0,1312.0,113899.0,115211,0.0,Hydro,2015,-31.2532183,146.921099
Valley Power,F,VIC,5199.0,4314.0,2946.0,7260,0.83,Gas,2015,-36.9847807,143.3906074
Barron Gorge Power Station,F,QLD,173727.0,206.0,638.0,844,0.0,Hydro,2015,-16.8509999,145.6468624
Kareeya Power Station,F,QLD,448393.0,35.0,1213.0,1248,0.0,Hydro,2015,-17.767023,145.5780181
Mackay Gas Turbine,F,QLD,291.0,332.0,3.0,335,1.14,Diesel,2015,-21.1446265,149.1589441
Mica Creek Power Station,F,QLD,643402.0,307351.0,0.0,307351,0.48,Gas,2015,-20.7784961,139.489875
Stanwell Power Station,F,QLD,8754479.0,7396349.0,6645.0,7402994,0.84,Black Coal,2015,-23.5091325,150.3208166
Swanbank E Power Station,F,QLD,952886.0,341746.0,2663.0,344409,0.36,Gas,2015,-27.6541138,152.8165514
Tarong Power Stations,F,QLD,7617354.0,6690964.0,38225.0,6729189,0.88,Black Coal,2015,-26.7813053,151.9144592
Dry Creek Power Station,F,SA,4886.0,6105.0,525.0,6630,1.25,Gas,2015,-34.8474939,138.5818169
Mintaro Power Station,F,SA,7134.0,5795.0,144.0,5939,0.81,Gas,2015,-33.9181674,138.7232044
Port Lincoln Power Station,F,SA,385.0,551.0,381.0,932,1.43,Diesel,2015,-34.7226381,135.8597449
Snuggery Power Station,F,SA,375.0,510.0,583.0,1093,1.36,Diesel,2015,-37.6641762,140.4157615
Kalgoorlie Power Station,F,WA,161661.0,103462.0,0.0,103462,0.64,Gas,2015,-30.749,121.466
Kambalda Power Station,F,WA,181020.0,114377.0,0.0,114377,0.63,Gas,2015,-31.1919033,121.6740952
Leinster Power Station,F,WA,280851.0,154478.0,0.0,154478,0.55,Gas/Diesel,2015,-27.9160232,120.6991024
Mt Keith Power Station,F,WA,307241.0,179213.0,0.0,179213,0.58,Gas,2015,-27.281731,120.501701
Solomon Power Station,F,WA,240185.0,218293.0,0.0,218293,0.91,Gas/Diesel,2015,-22.1129862,117.8827311
Cocos Keeling Islands Generation,FA,WA,5642.0,3886.0,0.0,3886,0.69,Liquid Fuel,2015,-27.6728168,121.6283098
Exmouth Power Station,F,WA,22736.0,15883.0,0.0,15883,0.7,Gas,2015,-21.9464819,114.1249463
Gunning Wind Farm,F,NSW,165343.0,22.0,283.0,305,0.0,Wind,2016,-34.6905625,149.4270092
Waubra Wind Farm,F,VIC,653372.0,93.0,950.0,1043,0.0,Wind,2016,-37.3946388,143.6386011
Banimboola Hydro,F,VIC,47238.0,0.0,5.0,5,0.0,Hydro,2016,-36.5335771,147.4603458
Bayswater Power Station,F,NSW,17914930.0,15912788.0,6252.0,15919040,0.89,Black Coal,2016,-32.3838413,150.9522752
Bogong Power Station,F,VIC,73149.0,83.0,873.0,956,0.0,Hydro,2016,-36.8057885,147.2281158
Broken Hill Solar Plant,F,NSW,92105.0,3.0,254.0,257,0.0,Solar,2016,-31.9810692,141.3900911
Burrendong Hydro,F,NSW,6788.0,1.0,48.0,49,0.0,Hydro,2016,-32.68234,149.169464
Clover Hydro,F,VIC,45704.0,3.0,207.0,210,0.0,Hydro,2016,-36.9847807,143.3906074
Coopers Cogeneration,F,SA,25392.0,18881.0,77.0,18958,0.74,Gas,2016,-30.0002315,136.2091547
Copeton Hydro,F,NSW,12689.0,1.0,58.0,59,0.0,Hydro,2016,-29.8861564,150.8934134
Dartmouth Hydro,F,VIC,508084.0,0.0,183.0,183,0.0,Hydro,2016,-36.5324694,147.4961766
Eildon Hydro,F,VIC,153184.0,27.0,998.0,1025,0.0,Hydro,2016,-37.2341601,145.9083365
Glenbawn Hydro,F,NSW,9076.0,0.0,7.0,7,0.0,Hydro,2016,-32.1080329,150.985732
Glenorchy Landfill Generation,F,TAS,11052.0,638.0,2.0,640,0.06,Landfill Gas,2016,-42.833056,147.275833
Hallett (Stage 1) Wind Farm,F,SA,322418.0,81.0,196.0,277,0.0,Wind,2016,-33.4113253,138.8927621
Hallett (Stage 2) Wind Farm,F,SA,249159.0,69.0,155.0,224,0.0,Wind,2016,-33.4113253,138.8927621
Hallett (Stage 4) Wind Farm,F,SA,457255.0,104.0,415.0,519,0.0,Wind,2016,-33.4113253,138.8927621
Hallett (Stage 5) Wind Farm,F,SA,150012.0,81.0,194.0,275,0.0,Wind,2016,-33.4113253,138.8927621
Hobart Landfill Generation,F,TAS,3912.0,383.0,0.0,383,0.1,Landfill Gas,2016,-42.8826055,147.3257196
Hunter Valley Gas Turbines,F,NSW,1133.0,1332.0,1037.0,2369,1.18,Gas,2016,-32.1932173,151.700565
Kincumber Landfill Generation,F,NSW,3819.0,221.0,2.0,223,0.06,Landfill Gas,2016,-33.4689844,151.3898882
Liddell Power Station,F,NSW,7955426.0,7585578.0,62013.0,7647591,0.95,Black Coal,2016,-32.4115859,150.9970294
Loy Yang Power Station and Mine,F,VIC,15715547.0,18141716.0,259700.0,18401416,1.15,Brown Coal,2016,-38.2537069,146.5756631
Macarthur Wind Farm,F,VIC,1006701.0,348.0,2612.0,2960,0.0,Wind,2016,-38.0490795,142.1915163
McKay Creek Hydro,F,VIC,87755.0,0.0,5308.0,5308,0.0,Hydro,2016,-36.8584393,147.2349767
Moranbah Power Station,F,QLD,36304.0,20231.0,2448.0,22679,0.56,Coal Seam Methane,2016,-22.0060858,148.0398332
Nyngan Solar Plant,F,NSW,229541.0,159.0,777.0,936,0.0,Solar,2016,-31.5662057,147.0707349
Oaklands Hill Wind Farm,F,VIC,167865.0,68.0,710.0,778,0.0,Wind,2016,-37.683252,142.551115
Pindari Hydro,F,NSW,1153.0,0.0,24.0,24,0.0,Hydro,2016,-31.2532183,146.921099
Rockingham Landfill Generation,F,WA,21095.0,1255.0,3.0,1258,0.06,Landfill Gas,2016,-32.2780969,115.7351399
Rubicon Hydro Scheme,F,VIC,46045.0,0.0,53.0,53,0.0,Hydro,2016,-37.32715779999999,145.8605406
Shoalhaven Landfill Generation,F,NSW,4570.0,259.0,12.0,271,0.06,Landfill Gas,2016,-35.0810677,150.4892292
Somerton Power Station,F,VIC,11647.0,10149.0,1952.0,12101,0.87,Gas,2016,-37.6314781,144.9529872
Torrens Island Power Station,F,SA,2628486.0,1514334.0,13412.0,1527746,0.58,Gas/Diesel,2016,-34.8066718,138.5232577
Wattle Point Wind Farm,F,SA,267506.0,45.0,195.0,240,0.0,Wind,2016,-35.1117422,137.7212617
Werribee Biogas Generator,F,VIC,49225.0,2468.0,1286.0,3754,0.05,Biogas,2016,-37.89971970000001,144.6642029
West Kiewa Hydro,F,VIC,129377.0,0.0,1418.0,1418,0.0,Hydro,2016,-36.76676391224942,147.1703968224731
Wilpena Pound Solar Generation,F,SA,956.0,617.0,0.0,617,0.65,Solar,2016,-31.5606299,138.57523
Woy Woy Landfill Generation,F,NSW,8284.0,451.0,3.0,454,0.05,Landfill Gas,2016,-33.4887953,151.3259426
Yarrawonga Hydro,F,VIC,46035.0,0.0,43.0,43,0.0,Hydro,2016,-36.0260723,146.0003241
Alinta Wagerup Generation Facility,F,WA,223860.0,142586.0,5673.0,148259,0.64,Gas/Diesel,2016,-32.9266817,115.9020851
Anglesea Power Station,F,VIC,167880.0,184958.0,17597.0,202555,1.1,Brown Coal,2016,-38.3879685,144.1815487
Augusta Power Stations,F,SA,2601170.0,2630792.0,8952.0,2639744,1.01,Brown Coal,2016,-33.2459478,138.1264315
Bairnsdale Power Station,F,VIC,197541.0,107099.0,910.0,108009,0.54,Gas,2016,-37.8428384,147.563966
Braemar Power Station,F,QLD,1264100.0,715070.0,1522.0,716592,0.57,Coal Seam Methane,2016,-27.113373,150.9055138
Newman Power Station,F,WA,121989.0,118285.0,0.0,118285,0.97,Gas,2016,-23.3439244,119.7090905
Port Hedland Power Station,F,WA,494179.0,386071.0,0.0,386071,0.78,Gas,2016,-20.4280016,118.5502998
Emu Downs Wind Farm,F,WA,226474.0,90.0,454.0,544,0.0,Wind,2016,-30.4756515,115.381241
Braemar 2 Power Station,F,QLD,1161202.0,695330.0,2911.0,698241,0.6,Coal Seam Methane,2016,-27.113373,150.9055138
Karratha Power Station,F,WA,452052.0,239663.0,0.0,239663,0.53,Gas,2016,-20.7336955,116.8447057
Osborne facility,F,SA,1184043.0,492160.0,784.0,492944,0.42,Gas,2016,-34.7963003,138.5015491
Smithfield Power Partnership,F,NSW,970995.0,458892.0,0.0,458892,0.47,Gas,2016,-33.8535722,150.9406861
Condamine Power Station,F,QLD,723578.0,312379.0,1658.0,314037,0.43,Gas,2016,-26.6681504,150.270009
Yarnima Power Station,F,WA,677925.0,337537.0,0.0,337537,0.5,Gas,2016,-23.3435575,119.7109647
Bluewaters Power 1,F,WA,1572317.0,1391851.0,3653.0,1395504,0.89,Black Coal,2016,-31.9535601,115.8517887
Bluewaters Power 2,F,WA,1641314.0,1413709.0,1559.0,1415268,0.86,Black Coal,2016,-31.9535601,115.8517887
BIEP - CoGen,F,QLD,2579.0,7127.0,462.0,7589,2.76,Gas,2016,-13.945214,143.198799
GX Energy Pty Ltd,F,NSW,23559.0,13306.0,2029.0,15335,0.56,Gas,2016,-31.2532183,146.921099
Callide B Power Station,F,QLD,4296041.0,3993411.0,32780.0,4026191,0.93,Black Coal,2016,-24.2927187,150.4933758
Callide C Power Station,F,QLD,6035539.0,5418400.0,21066.0,5439466,0.9,Black Coal,2016,-24.2927187,150.4933758
Kogan Creek Power Station,F,QLD,4478063.0,3766071.0,4941.0,3771012,0.84,Black Coal,2016,-26.9146137,150.746994
Wivenhoe Power Station,F,QLD,86933.0,42.0,128685.0,128727,0.0,Hydro,2016,-22.575197,144.0847926
Canunda Wind Farm,F,SA,118449.0,15.0,117.0,132,0.0,Wind,2016,-37.6613687,140.2531151
Broadwater Power Plant,F,NSW,202543.0,7840.0,962.0,8802,0.04,Bagasse,2016,-29.0145838,153.4300366
Condong Power Plant,F,NSW,147980.0,3908.0,1599.0,5507,0.03,Bagasse,2016,-28.3117883,153.4363815
Facility,F,VIC,20528.0,0.0,40.0,40,0.0,Wind,2016,-36.9847807,143.3906074
Daandine Power Station,F,QLD,259286.0,132099.0,0.0,132099,0.51,Coal Seam Methane,2016,-27.0862544,150.9425973
Cue Town Powerstation,F,WA,2409.0,1682.0,0.0,1682,0.7,Liquid Fuel,2016,-27.4245191,117.8969772
FMG Cloud Break Mine Site Power Station,F,WA,173054.0,116101.0,0.0,116101,0.67,Diesel,2016,-22.3270529,119.3968821
Meekatharra Town Powerstation,F,WA,7739.0,5320.0,0.0,5320,0.69,Liquid Fuel,2016,-26.5956611,118.4935984
Mt Magnet Town Powerstation,F,WA,4085.0,3141.0,0.0,3141,0.77,Gas,2016,-28.0652329,117.8487476
Norseman Gold Power Station,F,WA,15068.0,10711.0,0.0,10711,0.71,Diesel,2016,-32.1976369,121.7789566
Sandstone Town Powerstation,F,WA,680.0,523.0,0.0,523,0.77,Liquid Fuel,2016,-27.9879426,119.2979738
Wiluna Town Powerstation,F,WA,2506.0,1753.0,0.0,1753,0.7,Liquid Fuel,2016,-26.5943011,120.227356
Yalgoo Town Powerstation,F,WA,1088.0,790.0,0.0,790,0.73,Liquid Fuel,2016,-28.3508702,116.7658255
Collgar Wind Farm,F,WA,670707.0,238.0,752.0,990,0.0,Wind,2016,-31.9509006,115.8496117
Boco Rock Wind Farm Pty Ltd,F,NSW,334114.0,94.0,932.0,1026,0.0,Wind,2016,-33.862282,151.2078801
Taralga Wind Farm Pty Ltd,F,NSW,281005.0,59.0,273.0,332,0.0,Wind,2016,-34.4237104,149.8258649
Brown Mountain Power Station,F,NSW,23484.0,11.0,2.0,13,0.0,Hydro,2016,-36.6098991,149.4800741
Vales Point Power Station,F,NSW,3771595.0,3087615.0,43060.0,3130675,0.82,Black Coal,2016,-33.1620493,151.5407221
Diamantina Power Station,F,QLD,1716883.0,681541.0,68.0,681609,0.4,Gas,2016,-20.7830295,139.4829711
Royalla Solar Farm,F,ACT,38569.0,0.0,190.0,190,0.0,Solar,2016,-35.4897929,149.1430018
Jeeralang Power Station,F,VIC,68881.0,52033.0,6752.0,58785,0.76,Gas,2016,-38.3670385,146.4391023
Newport Power Station,F,VIC,332322.0,185976.0,21715.0,207691,0.56,Gas,2016,-37.8411815,144.8944409
Albany Wind Farm,F,WA,95873.0,12.0,8.0,20,0.0,Wind,2016,-35.0658656,117.7996621
Bremer Bay Wind Diesel Power Station,F,WA,1734.0,14.0,3.0,17,0.01,Wind/Diesel,2016,-34.3928168,119.378766
Cockburn Power Station,F,WA,638181.0,251963.0,0.0,251963,0.39,Gas,2016,-32.2003779,115.7740725
Collie Power Station,F,WA,2272473.0,2051107.0,6776.0,2057883,0.9,Black Coal,2016,-33.341898,116.2622544
Coral Bay Wind Diesel Power Station,F,WA,3361.0,1541.0,0.0,1541,0.46,Wind/Diesel,2016,-23.1422976,113.7723112
Denham Wind Farm,F,WA,1856.0,0.0,0.0,0,0.0,Wind,2016,-25.9282531,113.5398582
Esperance Wind Farm,F,WA,14316.0,0.0,7.0,7,0.0,Wind,2016,-33.8613953,121.8912724
Hopetoun Wind Diesel Power Station,F,WA,5127.0,2366.0,0.0,2366,0.46,Wind/Diesel,2016,-33.9216173,120.1350156
Kalbarri Wind Farm,F,WA,3841.0,0.0,6.0,6,0.0,Wind,2016,-27.8983075,114.1945476
Kalgoorlie Gas Turbine Station,F,WA,1767.0,2151.0,0.0,2151,1.22,Gas,2016,-30.749,121.466
Kwinana Power Station,F,WA,686104.0,367213.0,964.0,368177,0.54,Gas,2016,-32.2002686,115.7759049
Muja Power Station,F,WA,4424699.0,4270462.0,2788.0,4273250,0.97,Black Coal,2016,-33.446204,116.3065633
Mungarra Gas Turbine Station,F,WA,18198.0,14545.0,0.0,14545,0.8,Gas,2016,-22.6849341,117.7945579
Pinjar Gas Turbine Station,F,WA,610453.0,496932.0,0.0,496932,0.81,Gas,2016,-31.62058739999999,115.8208094
South West Cogeneration Joint Venture,F,WA,736693.0,462828.0,32.0,462860,0.63,Gas,2016,-34.0556829,116.0413889
Ravensthorpe Power Station,F,WA,108.0,76.0,0.0,76,0.71,Liquid Fuel,2016,-33.5817351,120.0470727
Energy Impact - Bromelton Peak Generation Plant,F,QLD,1180.0,851.0,422.0,1273,0.72,Liquid Fuel,2016,-27.981644,152.9673844
Energy Impact - Generation,F,QLD,1014.0,715.0,0.0,715,0.71,Liquid Fuel,2016,-22.575197,144.0847926
Appin CSM Power Station,F,NSW,158933.0,123944.0,54.0,123998,0.78,Coal Seam Methane,2016,-34.200914,150.7874904
Ardyaloon Remote Power Station,F,WA,2009.0,1472.0,0.0,1472,0.73,Liquid Fuel,2016,-16.4469782,123.0597129
Beagle Bay Remote Power Station,F,WA,1871.0,1356.0,0.0,1356,0.72,Liquid Fuel,2016,-16.9830116,122.6651831
Belrose LFG Power Station,F,NSW,6183.0,410.0,0.0,410,0.06,Landfill Gas,2016,-33.72828990000001,151.2179132
Berwick LFG Power Station,F,VIC,18169.0,1161.0,596.0,1757,0.06,Landfill Gas,2016,-38.0309443,145.3437469
Bidyadanga Remote Power Staiton,F,WA,3229.0,2306.0,0.0,2306,0.71,Liquid Fuel,2016,-18.6847951,121.7798344
Broadmeadows LFG Power Station,F,VIC,17503.0,1117.0,124.0,1241,0.06,Landfill Gas,2016,-37.6858788,144.9246674
Brooklyn LFG Power Station,F,VIC,14433.0,896.0,3.0,899,0.06,Landfill Gas,2016,-37.8173492,144.8465361
Broome LNG Power Station,F,WA,145064.0,81444.0,0.0,81444,0.56,Gas/Diesel,2016,-17.96182,122.236998
