Code,Label,Year,Total number of businesses,Technicians and trades workers (no.),Total persons employed aged 15 years and over (no.),Labourers (no.),"Electricity, gas, water and waste services (no.)","Electricity, gas, water and waste services (%)",lat,lng
213011570,Derrimut,2011,,,2957,,,1.0,-37.7927082,144.7715559
213011570,Derrimut,2016,,,3784,,,1.3,-37.7927082,144.7715559
213011570,Derrimut,2017,,,,,,,-37.7927082,144.7715559
213011570,Derrimut,2018,,,,,,,-37.7927082,144.7715559
213011570,Derrimut,2019,,,,,,,-37.7927082,144.7715559
213011570,Derrimut,2020,1006,,,,5,,-37.7927082,144.7715559
213011570,Derrimut,2021,1062,,4012,,7,1.3,-37.7927082,144.7715559
213011570,Derrimut,2022,1261,,,,11,,-37.7927082,144.7715559
213011570,Derrimut,2023,1317,,,,15,,-37.7927082,144.7715559
213011570,Derrimut,2024,1346,,,,10,,-37.7927082,144.7715559
213021341,Altona,2011,,,5546,,,1.0,-37.8645245,144.8309509
213021341,Altona,2016,,,6026,,,1.1,-37.8645245,144.8309509
213021341,Altona,2017,,,,,,,-37.8645245,144.8309509
213021341,Altona,2018,,,,,,,-37.8645245,144.8309509
213021341,Altona,2019,,,,,,,-37.8645245,144.8309509
213021341,Altona,2020,1105,,,,3,,-37.8645245,144.8309509
213021341,Altona,2021,1159,,6710,,3,1.3,-37.8645245,144.8309509
213021341,Altona,2022,1253,,,,5,,-37.8645245,144.8309509
213021341,Altona,2023,1239,,,,4,,-37.8645245,144.8309509
213021341,Altona,2024,1261,,,,,,-37.8645245,144.8309509
213021342,Altona Meadows,2011,,,9032,,,0.7,-37.8715626,144.7775818
213021342,Altona Meadows,2016,,,8903,,,1.1,-37.8715626,144.7775818
213021342,Altona Meadows,2017,,,,,,,-37.8715626,144.7775818
213021342,Altona Meadows,2018,,,,,,,-37.8715626,144.7775818
213021342,Altona Meadows,2019,,,,,,,-37.8715626,144.7775818
213021342,Altona Meadows,2020,956,,,,3,,-37.8715626,144.7775818
213021342,Altona Meadows,2021,969,,8617,,3,1.2,-37.8715626,144.7775818
213021342,Altona Meadows,2022,1038,,,,3,,-37.8715626,144.7775818
213021342,Altona Meadows,2023,1012,,,,4,,-37.8715626,144.7775818
213021342,Altona Meadows,2024,991,,,,5,,-37.8715626,144.7775818
213021343,Altona North,2011,,,4753,,,1.1,-37.8347138,144.8475943
213021343,Altona North,2016,,,5599,,,1.1,-37.8347138,144.8475943
213021343,Altona North,2017,,,,,,,-37.8347138,144.8475943
213021343,Altona North,2018,,,,,,,-37.8347138,144.8475943
213021343,Altona North,2019,,,,,,,-37.8347138,144.8475943
213021343,Altona North,2020,1451,,,,18,,-37.8347138,144.8475943
213021343,Altona North,2021,1557,,6597,,17,1.4,-37.8347138,144.8475943
213021343,Altona North,2022,1730,,,,20,,-37.8347138,144.8475943
213021343,Altona North,2023,1723,,,,18,,-37.8347138,144.8475943
213021343,Altona North,2024,1740,,,,21,,-37.8347138,144.8475943
213021344,Newport,2011,,,8443,,,1.1,-33.6567377,151.3181223
213021344,Newport,2016,,,9382,,,1.5,-33.6567377,151.3181223
213021344,Newport,2017,,,,,,,-33.6567377,151.3181223
213021344,Newport,2018,,,,,,,-33.6567377,151.3181223
213021344,Newport,2019,,,,,,,-33.6567377,151.3181223
213021344,Newport,2020,1404,,,,5,,-33.6567377,151.3181223
213021344,Newport,2021,1501,,10252,,6,1.7,-33.6567377,151.3181223
213021344,Newport,2022,1584,,,,11,,-33.6567377,151.3181223
213021344,Newport,2023,1574,,,,12,,-33.6567377,151.3181223
213021344,Newport,2024,1592,,,,8,,-33.6567377,151.3181223
213021345,Seabrook,2011,,,2443,,,0.6,-37.8804219,144.7572402
213021345,Seabrook,2016,,,2421,,,0.7,-37.8804219,144.7572402
213021345,Seabrook,2017,,,,,,,-37.8804219,144.7572402
213021345,Seabrook,2018,,,,,,,-37.8804219,144.7572402
213021345,Seabrook,2019,,,,,,,-37.8804219,144.7572402
213021345,Seabrook,2020,304,,,,,,-37.8804219,144.7572402
213021345,Seabrook,2021,312,,2428,,,1.4,-37.8804219,144.7572402
213021345,Seabrook,2022,323,,,,,,-37.8804219,144.7572402
213021345,Seabrook,2023,295,,,,3,,-37.8804219,144.7572402
213021345,Seabrook,2024,290,,,,,,-37.8804219,144.7572402
213021346,Williamstown,2011,,,7390,,,0.8,-37.8583477,144.8937637
213021346,Williamstown,2016,,,7557,,,1.2,-37.8583477,144.8937637
213021346,Williamstown,2017,,,,,,,-37.8583477,144.8937637
213021346,Williamstown,2018,,,,,,,-37.8583477,144.8937637
213021346,Williamstown,2019,,,,,,,-37.8583477,144.8937637
213021346,Williamstown,2020,2096,,,,10,,-37.8583477,144.8937637
213021346,Williamstown,2021,2153,,8194,,8,1.0,-37.8583477,144.8937637
213021346,Williamstown,2022,2238,,,,5,,-37.8583477,144.8937637
213021346,Williamstown,2023,2194,,,,5,,-37.8583477,144.8937637
213021346,Williamstown,2024,2229,,,,6,,-37.8583477,144.8937637
213031347,Braybrook,2011,,,6087,,,1.0,-37.7859028,144.8587417
213031347,Braybrook,2016,,,7800,,,0.7,-37.7859028,144.8587417
213031347,Braybrook,2017,,,,,,,-37.7859028,144.8587417
213031347,Braybrook,2018,,,,,,,-37.7859028,144.8587417
213031347,Braybrook,2019,,,,,,,-37.7859028,144.8587417
213031347,Braybrook,2020,1616,,,,3,,-37.7859028,144.8587417
213031347,Braybrook,2021,1755,,9234,,3,1.0,-37.7859028,144.8587417
213031347,Braybrook,2022,2136,,,,4,,-37.7859028,144.8587417
213031347,Braybrook,2023,1942,,,,4,,-37.7859028,144.8587417
213031347,Braybrook,2024,1985,,,,,,-37.7859028,144.8587417
213031348,Footscray,2011,,,6075,,,1.0,-37.7988987,144.892357
213031348,Footscray,2016,,,8245,,,1.1,-37.7988987,144.892357
213031348,Footscray,2017,,,,,,,-37.7988987,144.892357
213031348,Footscray,2018,,,,,,,-37.7988987,144.892357
213031348,Footscray,2019,,,,,,,-37.7988987,144.892357
213031348,Footscray,2020,2104,,,,3,,-37.7988987,144.892357
213031348,Footscray,2021,2204,,9841,,4,1.1,-37.7988987,144.892357
213031348,Footscray,2022,2501,,,,3,,-37.7988987,144.892357
213031348,Footscray,2023,2353,,,,3,,-37.7988987,144.892357
213031348,Footscray,2024,2408,,,,3,,-37.7988987,144.892357
213031350,Seddon - Kingsville,2011,,,4560,,,1.2,-37.8066635,144.8917354
213031350,Seddon - Kingsville,2016,,,5018,,,1.4,-37.8066635,144.8917354
213031350,Seddon - Kingsville,2017,,,,,,,-37.8066635,144.8917354
213031350,Seddon - Kingsville,2018,,,,,,,-37.8066635,144.8917354
213031350,Seddon - Kingsville,2019,,,,,,,-37.8066635,144.8917354
213031350,Seddon - Kingsville,2020,667,,,,3,,-37.8066635,144.8917354
213031350,Seddon - Kingsville,2021,708,,5363,,3,1.6,-37.8066635,144.8917354
213031350,Seddon - Kingsville,2022,746,,,,,,-37.8066635,144.8917354
213031350,Seddon - Kingsville,2023,729,,,,,,-37.8066635,144.8917354
213031350,Seddon - Kingsville,2024,707,,,,,,-37.8066635,144.8917354
213031351,West Footscray - Tottenham,2011,,,5002,,,0.8,-37.8100003,144.8586828
213031351,West Footscray - Tottenham,2016,,,5857,,,1.0,-37.8100003,144.8586828
213031351,West Footscray - Tottenham,2017,,,,,,,-37.8100003,144.8586828
213031351,West Footscray - Tottenham,2018,,,,,,,-37.8100003,144.8586828
213031351,West Footscray - Tottenham,2019,,,,,,,-37.8100003,144.8586828
213031351,West Footscray - Tottenham,2020,1126,,,,10,,-37.8100003,144.8586828
213031351,West Footscray - Tottenham,2021,1164,,6399,,8,1.3,-37.8100003,144.8586828
213031351,West Footscray - Tottenham,2022,1267,,,,7,,-37.8100003,144.8586828
213031351,West Footscray - Tottenham,2023,1206,,,,9,,-37.8100003,144.8586828
213031351,West Footscray - Tottenham,2024,1198,,,,7,,-37.8100003,144.8586828
213031352,Yarraville,2011,,,7424,,,1.1,-37.8202741,144.8821697
213031352,Yarraville,2016,,,8057,,,1.4,-37.8202741,144.8821697
213031352,Yarraville,2017,,,,,,,-37.8202741,144.8821697
213031352,Yarraville,2018,,,,,,,-37.8202741,144.8821697
213031352,Yarraville,2019,,,,,,,-37.8202741,144.8821697
213031352,Yarraville,2020,1345,,,,,,-37.8202741,144.8821697
213031352,Yarraville,2021,1418,,8901,,3,1.2,-37.8202741,144.8821697
213031352,Yarraville,2022,1463,,,,3,,-37.8202741,144.8821697
213031352,Yarraville,2023,1475,,,,,,-37.8202741,144.8821697
213031352,Yarraville,2024,1448,,,,3,,-37.8202741,144.8821697
213041353,Bacchus Marsh,2011,,,8065,,,1.3,-37.6763789,144.4463206
213041353,Bacchus Marsh,2016,,,9306,,,1.1,-37.6763789,144.4463206
213041353,Bacchus Marsh,2017,,,,,,,-37.6763789,144.4463206
213041353,Bacchus Marsh,2018,,,,,,,-37.6763789,144.4463206
213041353,Bacchus Marsh,2019,,,,,,,-37.6763789,144.4463206
213041353,Bacchus Marsh,2020,1536,,,,15,,-37.6763789,144.4463206
213041353,Bacchus Marsh,2021,1657,,12099,,15,1.4,-37.6763789,144.4463206
213041353,Bacchus Marsh,2022,1861,,,,17,,-37.6763789,144.4463206
213041353,Bacchus Marsh,2023,1969,,,,19,,-37.6763789,144.4463206
213041353,Bacchus Marsh,2024,2034,,,,19,,-37.6763789,144.4463206
213041358,Melton West,2011,,,6684,,,1.1,-37.68298,144.5500157
213041358,Melton West,2016,,,7639,,,1.3,-37.68298,144.5500157
213041358,Melton West,2017,,,,,,,-37.68298,144.5500157
213041358,Melton West,2018,,,,,,,-37.68298,144.5500157
213041358,Melton West,2019,,,,,,,-37.68298,144.5500157
213041358,Melton West,2020,961,,,,,,-37.68298,144.5500157
213041358,Melton West,2021,1072,,9005,,3,1.3,-37.68298,144.5500157
213041358,Melton West,2022,1326,,,,5,,-37.68298,144.5500157
213041358,Melton West,2023,1290,,,,5,,-37.68298,144.5500157
213041358,Melton West,2024,1278,,,,3,,-37.68298,144.5500157
213041359,Rockbank - Mount Cottrell,2011,,,763,,,1.8,-37.7341559,144.6668051
213041359,Rockbank - Mount Cottrell,2016,,,724,,,1.8,-37.7341559,144.6668051
213041359,Rockbank - Mount Cottrell,2017,,,,,,,-37.7341559,144.6668051
213041359,Rockbank - Mount Cottrell,2018,,,,,,,-37.7341559,144.6668051
213041359,Rockbank - Mount Cottrell,2019,,,,,,,-37.7341559,144.6668051
213041359,Rockbank - Mount Cottrell,2020,1073,,,,6,,-37.7341559,144.6668051
213041359,Rockbank - Mount Cottrell,2021,1538,,7554,,6,1.2,-37.7341559,144.6668051
213041359,Rockbank - Mount Cottrell,2022,2514,,,,8,,-37.7341559,144.6668051
213041359,Rockbank - Mount Cottrell,2023,3009,,,,10,,-37.7341559,144.6668051
213041359,Rockbank - Mount Cottrell,2024,3888,,,,14,,-37.7341559,144.6668051
213041360,Taylors Hill,2011,,,7389,,,1.0,-37.7134968,144.7555173
213041360,Taylors Hill,2016,,,8777,,,1.1,-37.7134968,144.7555173
213041360,Taylors Hill,2017,,,,,,,-37.7134968,144.7555173
213041360,Taylors Hill,2018,,,,,,,-37.7134968,144.7555173
213041360,Taylors Hill,2019,,,,,,,-37.7134968,144.7555173
213041360,Taylors Hill,2020,1269,,,,3,,-37.7134968,144.7555173
213041360,Taylors Hill,2021,1307,,9564,,3,1.2,-37.7134968,144.7555173
213041360,Taylors Hill,2022,1465,,,,3,,-37.7134968,144.7555173
213041360,Taylors Hill,2023,1485,,,,5,,-37.7134968,144.7555173
213041360,Taylors Hill,2024,1514,,,,5,,-37.7134968,144.7555173
213041462,Burnside Heights,2011,,,2482,,,1.0,-37.7310619,144.7593958
213041462,Burnside Heights,2016,,,2738,,,1.2,-37.7310619,144.7593958
213041462,Burnside Heights,2017,,,,,,,-37.7310619,144.7593958
213041462,Burnside Heights,2018,,,,,,,-37.7310619,144.7593958
213041462,Burnside Heights,2019,,,,,,,-37.7310619,144.7593958
213041462,Burnside Heights,2020,413,,,,3,,-37.7310619,144.7593958
213041462,Burnside Heights,2021,431,,2985,,,1.1,-37.7310619,144.7593958
213041462,Burnside Heights,2022,491,,,,3,,-37.7310619,144.7593958
213041462,Burnside Heights,2023,492,,,,3,,-37.7310619,144.7593958
213041462,Burnside Heights,2024,478,,,,3,,-37.7310619,144.7593958
213041463,Caroline Springs,2011,,,8271,,,1.0,-37.7431281,144.7356782
213041463,Caroline Springs,2016,,,9400,,,1.0,-37.7431281,144.7356782
213041463,Caroline Springs,2017,,,,,,,-37.7431281,144.7356782
213041463,Caroline Springs,2018,,,,,,,-37.7431281,144.7356782
213041463,Caroline Springs,2019,,,,,,,-37.7431281,144.7356782
213041463,Caroline Springs,2020,1552,,,,8,,-37.7431281,144.7356782
213041463,Caroline Springs,2021,1638,,10118,,11,1.0,-37.7431281,144.7356782
213041463,Caroline Springs,2022,1817,,,,12,,-37.7431281,144.7356782
213041463,Caroline Springs,2023,1836,,,,7,,-37.7431281,144.7356782
213041463,Caroline Springs,2024,1828,,,,7,,-37.7431281,144.7356782
213041571,Brookfield,2011,,,2915,,,1.2,-27.4946276,152.9088908
213041571,Brookfield,2016,,,3772,,,1.2,-27.4946276,152.9088908
213041571,Brookfield,2017,,,,,,,-27.4946276,152.9088908
213041571,Brookfield,2018,,,,,,,-27.4946276,152.9088908
213041571,Brookfield,2019,,,,,,,-27.4946276,152.9088908
213041571,Brookfield,2020,464,,,,3,,-27.4946276,152.9088908
213041571,Brookfield,2021,522,,4081,,3,1.6,-27.4946276,152.9088908
213041571,Brookfield,2022,639,,,,3,,-27.4946276,152.9088908
213041571,Brookfield,2023,639,,,,3,,-27.4946276,152.9088908
213041571,Brookfield,2024,659,,,,3,,-27.4946276,152.9088908
213041572,Cobblebank - Strathtulloh,2011,,,154,,,1.9,-37.7062046,144.6019571
213041572,Cobblebank - Strathtulloh,2016,,,485,,,1.0,-37.7062046,144.6019571
213041572,Cobblebank - Strathtulloh,2017,,,,,,,-37.7062046,144.6019571
213041572,Cobblebank - Strathtulloh,2018,,,,,,,-37.7062046,144.6019571
213041572,Cobblebank - Strathtulloh,2019,,,,,,,-37.7062046,144.6019571
213041572,Cobblebank - Strathtulloh,2020,286,,,,,,-37.7062046,144.6019571
213041572,Cobblebank - Strathtulloh,2021,438,,3574,,,1.1,-37.7062046,144.6019571
213041572,Cobblebank - Strathtulloh,2022,790,,,,,,-37.7062046,144.6019571
213041572,Cobblebank - Strathtulloh,2023,960,,,,,,-37.7062046,144.6019571
213041572,Cobblebank - Strathtulloh,2024,1154,,,,3,,-37.7062046,144.6019571
213041573,Eynesbury - Exford,2011,,,458,,,0.7,-37.7245645,144.533784
213041573,Eynesbury - Exford,2016,,,1469,,,1.8,-37.7245645,144.533784
213041573,Eynesbury - Exford,2017,,,,,,,-37.7245645,144.533784
213041573,Eynesbury - Exford,2018,,,,,,,-37.7245645,144.533784
213041573,Eynesbury - Exford,2019,,,,,,,-37.7245645,144.533784
213041573,Eynesbury - Exford,2020,108,,,,,,-37.7245645,144.533784
213041573,Eynesbury - Exford,2021,125,,1566,,,1.1,-37.7245645,144.533784
213041573,Eynesbury - Exford,2022,157,,,,,,-37.7245645,144.533784
213041573,Eynesbury - Exford,2023,155,,,,3,,-37.7245645,144.533784
213041573,Eynesbury - Exford,2024,166,,,,3,,-37.7245645,144.533784
213041574,Fraser Rise - Plumpton,2011,,,178,,,2.8,-37.7097302,144.7268092
213041574,Fraser Rise - Plumpton,2016,,,2258,,,1.2,-37.7097302,144.7268092
213041574,Fraser Rise - Plumpton,2017,,,,,,,-37.7097302,144.7268092
213041574,Fraser Rise - Plumpton,2018,,,,,,,-37.7097302,144.7268092
213041574,Fraser Rise - Plumpton,2019,,,,,,,-37.7097302,144.7268092
213041574,Fraser Rise - Plumpton,2020,477,,,,5,,-37.7097302,144.7268092
213041574,Fraser Rise - Plumpton,2021,554,,5163,,7,1.2,-37.7097302,144.7268092
213041574,Fraser Rise - Plumpton,2022,820,,,,9,,-37.7097302,144.7268092
213041574,Fraser Rise - Plumpton,2023,1009,,,,6,,-37.7097302,144.7268092
213041574,Fraser Rise - Plumpton,2024,1457,,,,9,,-37.7097302,144.7268092
213041575,Hillside,2011,,,7528,,,0.9,-37.6920638,144.7442073
213041575,Hillside,2016,,,7982,,,0.9,-37.6920638,144.7442073
213041575,Hillside,2017,,,,,,,-37.6920638,144.7442073
213041575,Hillside,2018,,,,,,,-37.6920638,144.7442073
213041575,Hillside,2019,,,,,,,-37.6920638,144.7442073
213041575,Hillside,2020,1230,,,,5,,-37.6920638,144.7442073
213041575,Hillside,2021,1237,,8609,,7,1.0,-37.6920638,144.7442073
213041575,Hillside,2022,1340,,,,5,,-37.6920638,144.7442073
213041575,Hillside,2023,1339,,,,7,,-37.6920638,144.7442073
213041575,Hillside,2024,1302,,,,6,,-37.6920638,144.7442073
213041576,Kurunjang - Toolern Vale,2011,,,4737,,,0.8,-37.6661536,144.5953137
213041576,Kurunjang - Toolern Vale,2016,,,4791,,,1.5,-37.6661536,144.5953137
213041576,Kurunjang - Toolern Vale,2017,,,,,,,-37.6661536,144.5953137
213041576,Kurunjang - Toolern Vale,2018,,,,,,,-37.6661536,144.5953137
213041576,Kurunjang - Toolern Vale,2019,,,,,,,-37.6661536,144.5953137
213041576,Kurunjang - Toolern Vale,2020,608,,,,4,,-37.6661536,144.5953137
213041576,Kurunjang - Toolern Vale,2021,665,,5188,,4,1.2,-37.6661536,144.5953137
213041576,Kurunjang - Toolern Vale,2022,776,,,,7,,-37.6661536,144.5953137
213041576,Kurunjang - Toolern Vale,2023,785,,,,5,,-37.6661536,144.5953137
213041576,Kurunjang - Toolern Vale,2024,766,,,,4,,-37.6661536,144.5953137
213041577,Melton,2011,,,3092,,,1.0,-37.6835831,144.5779508
213041577,Melton,2016,,,2820,,,1.5,-37.6835831,144.5779508
213041577,Melton,2017,,,,,,,-37.6835831,144.5779508
213041577,Melton,2018,,,,,,,-37.6835831,144.5779508
213041577,Melton,2019,,,,,,,-37.6835831,144.5779508
213041577,Melton,2020,686,,,,5,,-37.6835831,144.5779508
213041577,Melton,2021,717,,2642,,3,1.2,-37.6835831,144.5779508
213041577,Melton,2022,796,,,,3,,-37.6835831,144.5779508
213041577,Melton,2023,781,,,,3,,-37.6835831,144.5779508
213041577,Melton,2024,770,,,,3,,-37.6835831,144.5779508
213041578,Melton South - Weir Views,2011,,,3413,,,1.3,-37.7029022,144.5749646
213041578,Melton South - Weir Views,2016,,,3903,,,1.2,-37.7029022,144.5749646
213041578,Melton South - Weir Views,2017,,,,,,,-37.7029022,144.5749646
213041578,Melton South - Weir Views,2018,,,,,,,-37.7029022,144.5749646
213041578,Melton South - Weir Views,2019,,,,,,,-37.7029022,144.5749646
213041578,Melton South - Weir Views,2020,542,,,,,,-37.7029022,144.5749646
213041578,Melton South - Weir Views,2021,667,,5956,,,1.3,-37.7029022,144.5749646
213041578,Melton South - Weir Views,2022,1000,,,,,,-37.7029022,144.5749646
213041578,Melton South - Weir Views,2023,1112,,,,4,,-37.7029022,144.5749646
213041578,Melton South - Weir Views,2024,1264,,,,4,,-37.7029022,144.5749646
213051361,Hoppers Crossing - North,2011,,,9414,,,0.9,-37.8629027,144.6854533
213051361,Hoppers Crossing - North,2016,,,9253,,,1.0,-37.8629027,144.6854533
213051361,Hoppers Crossing - North,2017,,,,,,,-37.8629027,144.6854533
213051361,Hoppers Crossing - North,2018,,,,,,,-37.8629027,144.6854533
213051361,Hoppers Crossing - North,2019,,,,,,,-37.8629027,144.6854533
213051361,Hoppers Crossing - North,2020,1782,,,,3,,-37.8629027,144.6854533
213051361,Hoppers Crossing - North,2021,1868,,8766,,4,1.1,-37.8629027,144.6854533
213051361,Hoppers Crossing - North,2022,2060,,,,3,,-37.8629027,144.6854533
213051361,Hoppers Crossing - North,2023,2023,,,,5,,-37.8629027,144.6854533
213051361,Hoppers Crossing - North,2024,2010,,,,5,,-37.8629027,144.6854533
213051362,Hoppers Crossing - South,2011,,,8571,,,0.9,-37.8629027,144.6854533
213051362,Hoppers Crossing - South,2016,,,8316,,,0.8,-37.8629027,144.6854533
213051362,Hoppers Crossing - South,2017,,,,,,,-37.8629027,144.6854533
213051362,Hoppers Crossing - South,2018,,,,,,,-37.8629027,144.6854533
213051362,Hoppers Crossing - South,2019,,,,,,,-37.8629027,144.6854533
213051362,Hoppers Crossing - South,2020,1057,,,,4,,-37.8629027,144.6854533
213051362,Hoppers Crossing - South,2021,1075,,7912,,3,1.1,-37.8629027,144.6854533
213051362,Hoppers Crossing - South,2022,1252,,,,,,-37.8629027,144.6854533
213051362,Hoppers Crossing - South,2023,1234,,,,3,,-37.8629027,144.6854533
213051362,Hoppers Crossing - South,2024,1291,,,,3,,-37.8629027,144.6854533
213051363,Laverton,2011,,,2364,,,1.1,-28.6257407,122.4018661
213051363,Laverton,2016,,,4159,,,1.1,-28.6257407,122.4018661
213051363,Laverton,2017,,,,,,,-28.6257407,122.4018661
213051363,Laverton,2018,,,,,,,-28.6257407,122.4018661
213051363,Laverton,2019,,,,,,,-28.6257407,122.4018661
213051363,Laverton,2020,1816,,,,16,,-28.6257407,122.4018661
213051363,Laverton,2021,1908,,5809,,18,1.1,-28.6257407,122.4018661
213051363,Laverton,2022,2293,,,,24,,-28.6257407,122.4018661
213051363,Laverton,2023,2258,,,,20,,-28.6257407,122.4018661
213051363,Laverton,2024,2379,,,,23,,-28.6257407,122.4018661
213051368,Werribee - South,2011,,,5072,,,0.9,-37.9446946,144.689209
213051368,Werribee - South,2016,,,5172,,,1.2,-37.9446946,144.689209
213051368,Werribee - South,2017,,,,,,,-37.9446946,144.689209
213051368,Werribee - South,2018,,,,,,,-37.9446946,144.689209
213051368,Werribee - South,2019,,,,,,,-37.9446946,144.689209
213051368,Werribee - South,2020,1792,,,,3,,-37.9446946,144.689209
213051368,Werribee - South,2021,1929,,8042,,,1.1,-37.9446946,144.689209
213051368,Werribee - South,2022,2159,,,,3,,-37.9446946,144.689209
213051368,Werribee - South,2023,2219,,,,,,-37.9446946,144.689209
213051368,Werribee - South,2024,2245,,,,3,,-37.9446946,144.689209
213051464,Point Cook - East,2011,,,3332,,,0.9,-37.9002643,144.7535495
213051464,Point Cook - East,2016,,,5888,,,1.2,-37.9002643,144.7535495
213051464,Point Cook - East,2017,,,,,,,-37.9002643,144.7535495
213051464,Point Cook - East,2018,,,,,,,-37.9002643,144.7535495
213051464,Point Cook - East,2019,,,,,,,-37.9002643,144.7535495
213051464,Point Cook - East,2020,1622,,,,5,,-37.9002643,144.7535495
213051464,Point Cook - East,2021,1755,,9189,,7,1.3,-37.9002643,144.7535495
213051464,Point Cook - East,2022,2064,,,,6,,-37.9002643,144.7535495
213051464,Point Cook - East,2023,2093,,,,6,,-37.9002643,144.7535495
213051464,Point Cook - East,2024,2158,,,,5,,-37.9002643,144.7535495
213051466,Point Cook - South,2011,,,3307,,,1.4,-37.9002643,144.7535495
213051466,Point Cook - South,2016,,,6883,,,1.9,-37.9002643,144.7535495
213051466,Point Cook - South,2017,,,,,,,-37.9002643,144.7535495
213051466,Point Cook - South,2018,,,,,,,-37.9002643,144.7535495
213051466,Point Cook - South,2019,,,,,,,-37.9002643,144.7535495
213051466,Point Cook - South,2020,1358,,,,3,,-37.9002643,144.7535495
213051466,Point Cook - South,2021,1459,,9062,,3,1.8,-37.9002643,144.7535495
213051466,Point Cook - South,2022,1718,,,,3,,-37.9002643,144.7535495
213051466,Point Cook - South,2023,1709,,,,,,-37.9002643,144.7535495
213051466,Point Cook - South,2024,1828,,,,3,,-37.9002643,144.7535495
213051467,Werribee - East,2011,,,7937,,,1.1,-37.89971970000001,144.6642029
213051467,Werribee - East,2016,,,7954,,,1.0,-37.89971970000001,144.6642029
213051467,Werribee - East,2017,,,,,,,-37.89971970000001,144.6642029
213051467,Werribee - East,2018,,,,,,,-37.89971970000001,144.6642029
213051467,Werribee - East,2019,,,,,,,-37.89971970000001,144.6642029
213051467,Werribee - East,2020,979,,,,3,,-37.89971970000001,144.6642029
213051467,Werribee - East,2021,1010,,7860,,3,1.3,-37.89971970000001,144.6642029
213051467,Werribee - East,2022,1141,,,,4,,-37.89971970000001,144.6642029
213051467,Werribee - East,2023,1109,,,,6,,-37.89971970000001,144.6642029
213051467,Werribee - East,2024,1118,,,,3,,-37.89971970000001,144.6642029
213051468,Werribee - West,2011,,,5361,,,0.9,-37.89971970000001,144.6642029
213051468,Werribee - West,2016,,,5819,,,1.3,-37.89971970000001,144.6642029
213051468,Werribee - West,2017,,,,,,,-37.89971970000001,144.6642029
213051468,Werribee - West,2018,,,,,,,-37.89971970000001,144.6642029
213051468,Werribee - West,2019,,,,,,,-37.89971970000001,144.6642029
213051468,Werribee - West,2020,885,,,,3,,-37.89971970000001,144.6642029
213051468,Werribee - West,2021,1064,,11172,,3,1.6,-37.89971970000001,144.6642029
213051468,Werribee - West,2022,1463,,,,5,,-37.89971970000001,144.6642029
213051468,Werribee - West,2023,1578,,,,7,,-37.89971970000001,144.6642029
213051468,Werribee - West,2024,1823,,,,5,,-37.89971970000001,144.6642029
213051579,Manor Lakes - Quandong,2011,,,1749,,,2.0,-37.869741,144.5972742
213051579,Manor Lakes - Quandong,2016,,,2971,,,2.2,-37.869741,144.5972742
213051579,Manor Lakes - Quandong,2017,,,,,,,-37.869741,144.5972742
213051579,Manor Lakes - Quandong,2018,,,,,,,-37.869741,144.5972742
213051579,Manor Lakes - Quandong,2019,,,,,,,-37.869741,144.5972742
213051579,Manor Lakes - Quandong,2020,525,,,,,,-37.869741,144.5972742
213051579,Manor Lakes - Quandong,2021,572,,5148,,,2.1,-37.869741,144.5972742
213051579,Manor Lakes - Quandong,2022,789,,,,,,-37.869741,144.5972742
213051579,Manor Lakes - Quandong,2023,835,,,,,,-37.869741,144.5972742
213051579,Manor Lakes - Quandong,2024,944,,,,3,,-37.869741,144.5972742
213051580,Point Cook - North East,2011,,,6491,,,0.9,-37.9002643,144.7535495
213051580,Point Cook - North East,2016,,,6794,,,1.1,-37.9002643,144.7535495
213051580,Point Cook - North East,2017,,,,,,,-37.9002643,144.7535495
213051580,Point Cook - North East,2018,,,,,,,-37.9002643,144.7535495
213051580,Point Cook - North East,2019,,,,,,,-37.9002643,144.7535495
213051580,Point Cook - North East,2020,1235,,,,3,,-37.9002643,144.7535495
213051580,Point Cook - North East,2021,1301,,7023,,,1.5,-37.9002643,144.7535495
213051580,Point Cook - North East,2022,1410,,,,3,,-37.9002643,144.7535495
213051580,Point Cook - North East,2023,1385,,,,,,-37.9002643,144.7535495
213051580,Point Cook - North East,2024,1409,,,,3,,-37.9002643,144.7535495
213051581,Point Cook - North West,2011,,,3392,,,0.7,-37.9002643,144.7535495
213051581,Point Cook - North West,2016,,,4143,,,1.6,-37.9002643,144.7535495
213051581,Point Cook - North West,2017,,,,,,,-37.9002643,144.7535495
213051581,Point Cook - North West,2018,,,,,,,-37.9002643,144.7535495
213051581,Point Cook - North West,2019,,,,,,,-37.9002643,144.7535495
213051581,Point Cook - North West,2020,730,,,,,,-37.9002643,144.7535495
213051581,Point Cook - North West,2021,752,,4839,,,1.5,-37.9002643,144.7535495
213051581,Point Cook - North West,2022,876,,,,,,-37.9002643,144.7535495
213051581,Point Cook - North West,2023,859,,,,3,,-37.9002643,144.7535495
213051581,Point Cook - North West,2024,927,,,,,,-37.9002643,144.7535495
213051582,Tarneit (West) - Mount Cottrell,2011,,,131,,,,-37.8596584,144.6664475
213051582,Tarneit (West) - Mount Cottrell,2016,,,105,,,,-37.8596584,144.6664475
213051582,Tarneit (West) - Mount Cottrell,2017,,,,,,,-37.8596584,144.6664475
